"tab_inv_item.col_quantity","tab_inv_item.col_total","tab_inv.col_total","tab_inv.col_name","tab_inv.dt_invoice","tab_pers.col_bn","tab_pers.col_fn","tab_pers.col_sn","tab_pers.col_hn"
9,3,19,inv-0000000000000000000000000559,2016-02-09,2,"Verlin","Toney","Verlin Toney"
3,15,31,inv-0000000000000000000000000560,2019-10-28,12,"Kavon","Burget","Kavon Burget"
7,11,40,inv-0000000000000000000000000561,2018-09-27,3,"Sawyer","Morehead","Sawyer Morehead"
2,15,17,inv-0000000000000000000000000562,2016-12-13,13,"Iverson","Crossnoe","Iverson Crossnoe"
3,6,37,inv-0000000000000000000000000563,2016-08-19,5,"Tanner","Weston","Tanner Weston"
8,4,43,inv-0000000000000000000000000564,2019-11-26,2,"Verlin","Toney","Verlin Toney"
8,7,39,inv-0000000000000000000000000565,2018-11-12,11,"Sedona","Strauss","Sedona Strauss"
7,8,30,inv-0000000000000000000000000566,2018-06-04,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
7,6,44,inv-0000000000000000000000000567,2018-12-13,8,"Rylan","Channel","Rylan Channel"
5,14,45,inv-0000000000000000000000000568,2019-05-07,8,"Rylan","Channel","Rylan Channel"
8,24,37,inv-0000000000000000000000000569,2017-08-24,11,"Sedona","Strauss","Sedona Strauss"
8,5,18,inv-0000000000000000000000000570,2016-12-16,9,"Tabor","West","Tabor West"
4,26,48,inv-0000000000000000000000000571,2017-04-25,9,"Tabor","West","Tabor West"
2,28,43,inv-0000000000000000000000000572,2016-09-13,0,"Wilburn","Merriman","Wilburn Merriman"
2,4,42,inv-0000000000000000000000000573,2018-08-09,11,"Sedona","Strauss","Sedona Strauss"
8,28,29,inv-0000000000000000000000000574,2017-03-13,3,"Sawyer","Morehead","Sawyer Morehead"
1,21,16,inv-0000000000000000000000000575,2019-06-06,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,23,7,inv-0000000000000000000000000576,2016-04-15,13,"Iverson","Crossnoe","Iverson Crossnoe"
5,23,34,inv-0000000000000000000000000577,2019-01-30,5,"Tanner","Weston","Tanner Weston"
2,3,48,inv-0000000000000000000000000578,2019-07-16,8,"Rylan","Channel","Rylan Channel"
3,9,42,inv-0000000000000000000000000579,2016-09-26,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
3,26,49,inv-0000000000000000000000000580,2016-05-31,13,"Iverson","Crossnoe","Iverson Crossnoe"
2,7,29,inv-0000000000000000000000000581,2017-10-13,13,"Iverson","Crossnoe","Iverson Crossnoe"
8,15,26,inv-0000000000000000000000000582,2018-09-20,13,"Iverson","Crossnoe","Iverson Crossnoe"
5,28,30,inv-0000000000000000000000000583,2019-08-26,3,"Sawyer","Morehead","Sawyer Morehead"
4,21,35,inv-0000000000000000000000000584,2019-05-16,6,"Morton","Trescott","Morton Trescott"
3,17,21,inv-0000000000000000000000000585,2016-03-01,11,"Sedona","Strauss","Sedona Strauss"
9,23,46,inv-0000000000000000000000000586,2019-03-06,2,"Verlin","Toney","Verlin Toney"
4,25,19,inv-0000000000000000000000000587,2019-05-17,14,"Rudolph","Falls","Rudolph Falls"
9,30,8,inv-0000000000000000000000000588,2019-03-06,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
10,8,11,inv-0000000000000000000000000589,2016-11-01,7,"Windell","Minot","Windell Minot"
3,22,35,inv-0000000000000000000000000590,2017-06-23,8,"Rylan","Channel","Rylan Channel"
3,25,43,inv-0000000000000000000000000591,2019-10-21,12,"Kavon","Burget","Kavon Burget"
5,18,11,inv-0000000000000000000000000592,2017-08-30,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
8,28,18,inv-0000000000000000000000000593,2016-04-29,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
5,13,7,inv-0000000000000000000000000594,2018-04-06,4,"Kavon","Shearman","Kavon Shearman"
1,29,20,inv-0000000000000000000000000595,2016-09-13,0,"Wilburn","Merriman","Wilburn Merriman"
10,25,10,inv-0000000000000000000000000596,2017-01-16,6,"Morton","Trescott","Morton Trescott"
10,1,18,inv-0000000000000000000000000597,2016-04-13,0,"Wilburn","Merriman","Wilburn Merriman"
10,13,50,inv-0000000000000000000000000598,2019-07-03,14,"Rudolph","Falls","Rudolph Falls"
6,30,50,inv-0000000000000000000000000599,2016-05-25,0,"Wilburn","Merriman","Wilburn Merriman"
1,11,44,inv-0000000000000000000000000600,2016-11-10,11,"Sedona","Strauss","Sedona Strauss"
3,8,7,inv-0000000000000000000000000601,2016-05-03,6,"Morton","Trescott","Morton Trescott"
10,11,33,inv-0000000000000000000000000602,2018-09-11,4,"Kavon","Shearman","Kavon Shearman"
9,30,46,inv-0000000000000000000000000603,2016-03-08,13,"Iverson","Crossnoe","Iverson Crossnoe"
6,26,48,inv-0000000000000000000000000604,2019-12-09,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
6,15,17,inv-0000000000000000000000000605,2019-05-27,7,"Windell","Minot","Windell Minot"
6,16,27,inv-0000000000000000000000000606,2016-04-29,0,"Wilburn","Merriman","Wilburn Merriman"
3,16,42,inv-0000000000000000000000000607,2019-05-07,5,"Tanner","Weston","Tanner Weston"
6,12,45,inv-0000000000000000000000000608,2016-08-31,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
7,6,30,inv-0000000000000000000000000609,2019-07-25,12,"Kavon","Burget","Kavon Burget"
10,20,16,inv-0000000000000000000000000610,2016-02-08,6,"Morton","Trescott","Morton Trescott"
3,5,28,inv-0000000000000000000000000611,2016-08-08,13,"Iverson","Crossnoe","Iverson Crossnoe"
3,18,43,inv-0000000000000000000000000612,2019-08-13,1,"Carter","Romine","Carter Romine"
1,18,30,inv-0000000000000000000000000613,2019-06-24,6,"Morton","Trescott","Morton Trescott"
10,30,2,inv-0000000000000000000000000614,2018-08-17,6,"Morton","Trescott","Morton Trescott"
4,20,30,inv-0000000000000000000000000615,2016-03-25,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
7,30,7,inv-0000000000000000000000000616,2019-04-01,2,"Verlin","Toney","Verlin Toney"
2,24,48,inv-0000000000000000000000000617,2019-08-21,5,"Tanner","Weston","Tanner Weston"
10,17,4,inv-0000000000000000000000000618,2018-12-11,4,"Kavon","Shearman","Kavon Shearman"
10,25,33,inv-0000000000000000000000000619,2018-06-27,11,"Sedona","Strauss","Sedona Strauss"
8,17,25,inv-0000000000000000000000000620,2018-06-06,13,"Iverson","Crossnoe","Iverson Crossnoe"
1,6,5,inv-0000000000000000000000000621,2017-01-30,13,"Iverson","Crossnoe","Iverson Crossnoe"
8,5,1,inv-0000000000000000000000000622,2016-10-14,13,"Iverson","Crossnoe","Iverson Crossnoe"
6,26,32,inv-0000000000000000000000000623,2016-07-21,12,"Kavon","Burget","Kavon Burget"
6,17,10,inv-0000000000000000000000000624,2016-10-19,6,"Morton","Trescott","Morton Trescott"
10,3,9,inv-0000000000000000000000000625,2018-11-01,12,"Kavon","Burget","Kavon Burget"
4,14,4,inv-0000000000000000000000000626,2016-07-13,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
5,4,43,inv-0000000000000000000000000627,2017-05-08,6,"Morton","Trescott","Morton Trescott"
2,8,4,inv-0000000000000000000000000628,2016-04-25,9,"Tabor","West","Tabor West"
6,4,1,inv-0000000000000000000000000629,2018-07-11,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
10,11,44,inv-0000000000000000000000000630,2018-12-05,11,"Sedona","Strauss","Sedona Strauss"
5,3,22,inv-0000000000000000000000000631,2019-04-30,9,"Tabor","West","Tabor West"
5,18,12,inv-0000000000000000000000000632,2016-03-10,13,"Iverson","Crossnoe","Iverson Crossnoe"
8,22,19,inv-0000000000000000000000000633,2016-07-08,14,"Rudolph","Falls","Rudolph Falls"
4,30,47,inv-0000000000000000000000000634,2017-10-18,0,"Wilburn","Merriman","Wilburn Merriman"
3,6,42,inv-0000000000000000000000000635,2018-11-08,11,"Sedona","Strauss","Sedona Strauss"
4,8,20,inv-0000000000000000000000000636,2017-05-11,3,"Sawyer","Morehead","Sawyer Morehead"
4,28,22,inv-0000000000000000000000000637,2019-08-08,0,"Wilburn","Merriman","Wilburn Merriman"
7,7,10,inv-0000000000000000000000000638,2016-05-19,13,"Iverson","Crossnoe","Iverson Crossnoe"
10,20,23,inv-0000000000000000000000000639,2019-12-13,4,"Kavon","Shearman","Kavon Shearman"
10,9,2,inv-0000000000000000000000000640,2018-01-12,13,"Iverson","Crossnoe","Iverson Crossnoe"
2,11,29,inv-0000000000000000000000000641,2019-06-19,12,"Kavon","Burget","Kavon Burget"
5,20,18,inv-0000000000000000000000000642,2016-10-24,5,"Tanner","Weston","Tanner Weston"
7,29,38,inv-0000000000000000000000000643,2017-07-17,8,"Rylan","Channel","Rylan Channel"
7,18,20,inv-0000000000000000000000000644,2017-01-12,8,"Rylan","Channel","Rylan Channel"
1,6,35,inv-0000000000000000000000000645,2019-09-25,0,"Wilburn","Merriman","Wilburn Merriman"
6,25,3,inv-0000000000000000000000000646,2016-02-17,5,"Tanner","Weston","Tanner Weston"
5,23,32,inv-0000000000000000000000000647,2019-12-25,3,"Sawyer","Morehead","Sawyer Morehead"
8,13,13,inv-0000000000000000000000000648,2018-03-13,9,"Tabor","West","Tabor West"
2,28,36,inv-0000000000000000000000000649,2019-07-24,7,"Windell","Minot","Windell Minot"
8,30,18,inv-0000000000000000000000000650,2019-07-08,7,"Windell","Minot","Windell Minot"
4,30,29,inv-0000000000000000000000000651,2017-02-16,8,"Rylan","Channel","Rylan Channel"
6,21,19,inv-0000000000000000000000000652,2016-01-14,4,"Kavon","Shearman","Kavon Shearman"
7,20,37,inv-0000000000000000000000000653,2017-05-29,4,"Kavon","Shearman","Kavon Shearman"
9,4,46,inv-0000000000000000000000000654,2016-12-09,0,"Wilburn","Merriman","Wilburn Merriman"
9,19,27,inv-0000000000000000000000000655,2018-03-14,12,"Kavon","Burget","Kavon Burget"
5,17,15,inv-0000000000000000000000000656,2017-06-13,5,"Tanner","Weston","Tanner Weston"
5,5,35,inv-0000000000000000000000000657,2017-04-04,4,"Kavon","Shearman","Kavon Shearman"
5,11,20,inv-0000000000000000000000000658,2016-04-08,0,"Wilburn","Merriman","Wilburn Merriman"
6,3,38,inv-0000000000000000000000000659,2019-07-15,1,"Carter","Romine","Carter Romine"
9,18,35,inv-0000000000000000000000000660,2019-12-02,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,18,33,inv-0000000000000000000000000661,2016-05-30,14,"Rudolph","Falls","Rudolph Falls"
1,25,21,inv-0000000000000000000000000662,2017-05-11,5,"Tanner","Weston","Tanner Weston"
4,11,33,inv-0000000000000000000000000663,2019-09-23,8,"Rylan","Channel","Rylan Channel"
8,27,40,inv-0000000000000000000000000664,2016-05-06,3,"Sawyer","Morehead","Sawyer Morehead"
8,21,42,inv-0000000000000000000000000665,2018-09-24,4,"Kavon","Shearman","Kavon Shearman"
4,25,11,inv-0000000000000000000000000666,2019-08-06,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
10,17,16,inv-0000000000000000000000000667,2017-06-12,2,"Verlin","Toney","Verlin Toney"
9,25,39,inv-0000000000000000000000000668,2017-10-16,13,"Iverson","Crossnoe","Iverson Crossnoe"
1,11,35,inv-0000000000000000000000000669,2016-12-16,9,"Tabor","West","Tabor West"
3,16,1,inv-0000000000000000000000000670,2019-10-23,5,"Tanner","Weston","Tanner Weston"
2,28,34,inv-0000000000000000000000000671,2019-06-19,3,"Sawyer","Morehead","Sawyer Morehead"
3,14,8,inv-0000000000000000000000000672,2016-01-07,6,"Morton","Trescott","Morton Trescott"
4,24,44,inv-0000000000000000000000000673,2018-04-04,6,"Morton","Trescott","Morton Trescott"
8,26,14,inv-0000000000000000000000000674,2018-06-21,5,"Tanner","Weston","Tanner Weston"
6,3,28,inv-0000000000000000000000000675,2017-05-31,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
3,24,25,inv-0000000000000000000000000676,2019-12-18,1,"Carter","Romine","Carter Romine"
3,17,2,inv-0000000000000000000000000677,2016-02-08,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
6,24,5,inv-0000000000000000000000000678,2018-08-14,0,"Wilburn","Merriman","Wilburn Merriman"
8,16,28,inv-0000000000000000000000000679,2017-07-20,7,"Windell","Minot","Windell Minot"
9,1,34,inv-0000000000000000000000000680,2018-08-15,6,"Morton","Trescott","Morton Trescott"
6,5,49,inv-0000000000000000000000000681,2017-04-26,13,"Iverson","Crossnoe","Iverson Crossnoe"
1,4,20,inv-0000000000000000000000000682,2017-01-09,2,"Verlin","Toney","Verlin Toney"
6,5,5,inv-0000000000000000000000000683,2019-03-19,6,"Morton","Trescott","Morton Trescott"
5,12,42,inv-0000000000000000000000000684,2017-10-05,3,"Sawyer","Morehead","Sawyer Morehead"
9,11,17,inv-0000000000000000000000000685,2019-03-26,12,"Kavon","Burget","Kavon Burget"
5,18,36,inv-0000000000000000000000000686,2017-03-10,8,"Rylan","Channel","Rylan Channel"
6,16,28,inv-0000000000000000000000000687,2017-04-21,6,"Morton","Trescott","Morton Trescott"
5,28,14,inv-0000000000000000000000000688,2018-11-19,2,"Verlin","Toney","Verlin Toney"
5,5,15,inv-0000000000000000000000000689,2018-09-06,2,"Verlin","Toney","Verlin Toney"
1,20,48,inv-0000000000000000000000000690,2017-12-04,5,"Tanner","Weston","Tanner Weston"
4,25,17,inv-0000000000000000000000000691,2016-11-22,2,"Verlin","Toney","Verlin Toney"
7,26,3,inv-0000000000000000000000000692,2017-10-17,5,"Tanner","Weston","Tanner Weston"
10,7,11,inv-0000000000000000000000000693,2018-01-22,8,"Rylan","Channel","Rylan Channel"
2,6,25,inv-0000000000000000000000000694,2018-01-18,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
10,3,8,inv-0000000000000000000000000695,2017-08-22,8,"Rylan","Channel","Rylan Channel"
4,21,45,inv-0000000000000000000000000696,2018-01-02,4,"Kavon","Shearman","Kavon Shearman"
1,20,5,inv-0000000000000000000000000697,2016-12-16,3,"Sawyer","Morehead","Sawyer Morehead"
3,4,13,inv-0000000000000000000000000698,2016-02-01,4,"Kavon","Shearman","Kavon Shearman"
6,25,50,inv-0000000000000000000000000699,2019-07-02,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
7,19,47,inv-0000000000000000000000000700,2018-10-25,1,"Carter","Romine","Carter Romine"
8,23,41,inv-0000000000000000000000000701,2019-05-28,9,"Tabor","West","Tabor West"
10,24,45,inv-0000000000000000000000000702,2019-09-13,11,"Sedona","Strauss","Sedona Strauss"
6,24,7,inv-0000000000000000000000000703,2016-01-13,9,"Tabor","West","Tabor West"
4,20,20,inv-0000000000000000000000000704,2017-08-29,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,2,19,inv-0000000000000000000000000705,2019-01-17,14,"Rudolph","Falls","Rudolph Falls"
3,14,29,inv-0000000000000000000000000706,2018-04-16,4,"Kavon","Shearman","Kavon Shearman"
1,11,43,inv-0000000000000000000000000707,2017-06-15,4,"Kavon","Shearman","Kavon Shearman"
3,13,15,inv-0000000000000000000000000708,2016-09-01,3,"Sawyer","Morehead","Sawyer Morehead"
10,11,2,inv-0000000000000000000000000709,2016-11-02,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
6,22,45,inv-0000000000000000000000000710,2016-04-21,12,"Kavon","Burget","Kavon Burget"
8,27,18,inv-0000000000000000000000000711,2019-03-12,6,"Morton","Trescott","Morton Trescott"
1,15,40,inv-0000000000000000000000000712,2017-04-17,13,"Iverson","Crossnoe","Iverson Crossnoe"
9,10,20,inv-0000000000000000000000000713,2017-08-07,1,"Carter","Romine","Carter Romine"
7,9,8,inv-0000000000000000000000000714,2016-03-09,4,"Kavon","Shearman","Kavon Shearman"
2,11,22,inv-0000000000000000000000000715,2018-10-17,14,"Rudolph","Falls","Rudolph Falls"
10,28,31,inv-0000000000000000000000000716,2018-02-14,6,"Morton","Trescott","Morton Trescott"
10,17,12,inv-0000000000000000000000000717,2019-01-23,5,"Tanner","Weston","Tanner Weston"
2,8,2,inv-0000000000000000000000000718,2018-11-02,1,"Carter","Romine","Carter Romine"
10,4,22,inv-0000000000000000000000000719,2019-03-26,5,"Tanner","Weston","Tanner Weston"
4,11,46,inv-0000000000000000000000000720,2016-10-11,2,"Verlin","Toney","Verlin Toney"
3,15,14,inv-0000000000000000000000000721,2017-05-16,6,"Morton","Trescott","Morton Trescott"
6,25,37,inv-0000000000000000000000000722,2018-10-01,5,"Tanner","Weston","Tanner Weston"
9,7,13,inv-0000000000000000000000000723,2016-01-15,1,"Carter","Romine","Carter Romine"
10,26,33,inv-0000000000000000000000000724,2019-11-26,0,"Wilburn","Merriman","Wilburn Merriman"
9,9,2,inv-0000000000000000000000000725,2017-04-05,12,"Kavon","Burget","Kavon Burget"
1,20,12,inv-0000000000000000000000000726,2017-07-11,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
8,28,29,inv-0000000000000000000000000727,2019-09-03,14,"Rudolph","Falls","Rudolph Falls"
5,10,32,inv-0000000000000000000000000728,2016-07-26,8,"Rylan","Channel","Rylan Channel"
9,16,19,inv-0000000000000000000000000729,2017-06-20,7,"Windell","Minot","Windell Minot"
5,10,32,inv-0000000000000000000000000730,2018-05-22,2,"Verlin","Toney","Verlin Toney"
8,29,13,inv-0000000000000000000000000731,2018-07-25,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
9,30,10,inv-0000000000000000000000000732,2019-05-14,6,"Morton","Trescott","Morton Trescott"
2,23,29,inv-0000000000000000000000000733,2017-01-23,1,"Carter","Romine","Carter Romine"
3,28,17,inv-0000000000000000000000000734,2018-12-03,6,"Morton","Trescott","Morton Trescott"
8,25,1,inv-0000000000000000000000000735,2016-04-11,5,"Tanner","Weston","Tanner Weston"
4,19,33,inv-0000000000000000000000000736,2018-08-16,5,"Tanner","Weston","Tanner Weston"
3,19,41,inv-0000000000000000000000000737,2017-10-16,14,"Rudolph","Falls","Rudolph Falls"
6,3,5,inv-0000000000000000000000000738,2017-06-22,4,"Kavon","Shearman","Kavon Shearman"
5,28,10,inv-0000000000000000000000000739,2019-01-31,1,"Carter","Romine","Carter Romine"
4,6,25,inv-0000000000000000000000000740,2017-03-17,7,"Windell","Minot","Windell Minot"
4,17,43,inv-0000000000000000000000000741,2016-03-29,9,"Tabor","West","Tabor West"
7,11,42,inv-0000000000000000000000000742,2016-09-01,12,"Kavon","Burget","Kavon Burget"
2,1,35,inv-0000000000000000000000000743,2019-01-01,7,"Windell","Minot","Windell Minot"
10,10,26,inv-0000000000000000000000000744,2018-05-30,4,"Kavon","Shearman","Kavon Shearman"
5,6,9,inv-0000000000000000000000000745,2017-10-12,0,"Wilburn","Merriman","Wilburn Merriman"
8,14,27,inv-0000000000000000000000000746,2016-01-08,14,"Rudolph","Falls","Rudolph Falls"
9,10,29,inv-0000000000000000000000000747,2019-05-16,4,"Kavon","Shearman","Kavon Shearman"
8,24,23,inv-0000000000000000000000000748,2019-05-24,13,"Iverson","Crossnoe","Iverson Crossnoe"
2,6,13,inv-0000000000000000000000000749,2019-07-22,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,9,12,inv-0000000000000000000000000750,2019-04-25,6,"Morton","Trescott","Morton Trescott"
2,11,27,inv-0000000000000000000000000751,2018-07-11,8,"Rylan","Channel","Rylan Channel"
2,13,49,inv-0000000000000000000000000752,2018-01-17,7,"Windell","Minot","Windell Minot"
3,16,18,inv-0000000000000000000000000753,2019-04-23,8,"Rylan","Channel","Rylan Channel"
6,17,37,inv-0000000000000000000000000754,2019-04-24,8,"Rylan","Channel","Rylan Channel"
1,17,5,inv-0000000000000000000000000755,2017-05-17,13,"Iverson","Crossnoe","Iverson Crossnoe"
4,9,29,inv-0000000000000000000000000756,2017-05-04,2,"Verlin","Toney","Verlin Toney"
4,14,38,inv-0000000000000000000000000757,2019-10-22,2,"Verlin","Toney","Verlin Toney"
9,7,42,inv-0000000000000000000000000758,2016-03-16,14,"Rudolph","Falls","Rudolph Falls"
6,12,35,inv-0000000000000000000000000759,2018-09-17,8,"Rylan","Channel","Rylan Channel"
3,29,37,inv-0000000000000000000000000760,2017-05-02,5,"Tanner","Weston","Tanner Weston"
9,8,6,inv-0000000000000000000000000761,2018-01-19,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
2,16,7,inv-0000000000000000000000000762,2016-05-03,8,"Rylan","Channel","Rylan Channel"
9,19,48,inv-0000000000000000000000000763,2016-07-19,1,"Carter","Romine","Carter Romine"
5,29,9,inv-0000000000000000000000000764,2017-08-23,14,"Rudolph","Falls","Rudolph Falls"
9,16,36,inv-0000000000000000000000000765,2019-02-28,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
2,13,6,inv-0000000000000000000000000766,2018-11-28,8,"Rylan","Channel","Rylan Channel"
8,25,44,inv-0000000000000000000000000767,2017-02-13,13,"Iverson","Crossnoe","Iverson Crossnoe"
9,26,48,inv-0000000000000000000000000768,2018-06-26,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
9,17,49,inv-0000000000000000000000000769,2018-05-15,14,"Rudolph","Falls","Rudolph Falls"
7,9,20,inv-0000000000000000000000000770,2016-10-20,4,"Kavon","Shearman","Kavon Shearman"
6,23,38,inv-0000000000000000000000000771,2018-04-05,8,"Rylan","Channel","Rylan Channel"
5,3,17,inv-0000000000000000000000000772,2018-01-26,14,"Rudolph","Falls","Rudolph Falls"
7,9,15,inv-0000000000000000000000000773,2016-04-07,4,"Kavon","Shearman","Kavon Shearman"
9,16,45,inv-0000000000000000000000000774,2018-02-08,5,"Tanner","Weston","Tanner Weston"
3,27,24,inv-0000000000000000000000000775,2018-11-02,6,"Morton","Trescott","Morton Trescott"
4,8,41,inv-0000000000000000000000000776,2019-08-02,2,"Verlin","Toney","Verlin Toney"
6,25,6,inv-0000000000000000000000000777,2017-02-02,3,"Sawyer","Morehead","Sawyer Morehead"
2,4,42,inv-0000000000000000000000000778,2018-10-09,0,"Wilburn","Merriman","Wilburn Merriman"
6,10,8,inv-0000000000000000000000000779,2018-08-28,2,"Verlin","Toney","Verlin Toney"
8,21,29,inv-0000000000000000000000000780,2017-10-06,6,"Morton","Trescott","Morton Trescott"
1,29,24,inv-0000000000000000000000000781,2019-11-12,9,"Tabor","West","Tabor West"
4,3,17,inv-0000000000000000000000000782,2017-09-14,1,"Carter","Romine","Carter Romine"
1,21,18,inv-0000000000000000000000000783,2018-11-26,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
6,12,28,inv-0000000000000000000000000784,2017-06-28,11,"Sedona","Strauss","Sedona Strauss"
2,13,12,inv-0000000000000000000000000785,2016-02-23,11,"Sedona","Strauss","Sedona Strauss"
2,15,34,inv-0000000000000000000000000786,2017-07-27,12,"Kavon","Burget","Kavon Burget"
4,2,41,inv-0000000000000000000000000787,2016-02-24,7,"Windell","Minot","Windell Minot"
3,28,15,inv-0000000000000000000000000788,2017-08-25,4,"Kavon","Shearman","Kavon Shearman"
4,10,38,inv-0000000000000000000000000789,2018-10-30,6,"Morton","Trescott","Morton Trescott"
8,19,49,inv-0000000000000000000000000790,2018-04-24,11,"Sedona","Strauss","Sedona Strauss"
2,15,1,inv-0000000000000000000000000791,2016-09-05,6,"Morton","Trescott","Morton Trescott"
7,4,2,inv-0000000000000000000000000792,2018-04-18,4,"Kavon","Shearman","Kavon Shearman"
5,5,49,inv-0000000000000000000000000793,2016-06-08,14,"Rudolph","Falls","Rudolph Falls"
3,24,11,inv-0000000000000000000000000794,2016-01-08,2,"Verlin","Toney","Verlin Toney"
6,15,19,inv-0000000000000000000000000795,2016-09-23,4,"Kavon","Shearman","Kavon Shearman"
2,21,3,inv-0000000000000000000000000796,2017-06-23,2,"Verlin","Toney","Verlin Toney"
9,12,7,inv-0000000000000000000000000797,2017-04-03,5,"Tanner","Weston","Tanner Weston"
6,15,10,inv-0000000000000000000000000798,2016-08-15,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
10,14,32,inv-0000000000000000000000000799,2019-12-12,9,"Tabor","West","Tabor West"
10,2,11,inv-0000000000000000000000000800,2019-03-05,5,"Tanner","Weston","Tanner Weston"
2,3,14,inv-0000000000000000000000000801,2017-04-06,7,"Windell","Minot","Windell Minot"
6,28,50,inv-0000000000000000000000000802,2016-05-13,14,"Rudolph","Falls","Rudolph Falls"
10,19,36,inv-0000000000000000000000000803,2016-07-15,1,"Carter","Romine","Carter Romine"
8,14,28,inv-0000000000000000000000000804,2016-12-02,13,"Iverson","Crossnoe","Iverson Crossnoe"
1,17,38,inv-0000000000000000000000000805,2019-10-28,7,"Windell","Minot","Windell Minot"
5,5,16,inv-0000000000000000000000000806,2016-11-08,14,"Rudolph","Falls","Rudolph Falls"
3,29,39,inv-0000000000000000000000000807,2016-02-05,0,"Wilburn","Merriman","Wilburn Merriman"
10,8,8,inv-0000000000000000000000000808,2019-07-02,5,"Tanner","Weston","Tanner Weston"
10,29,19,inv-0000000000000000000000000809,2018-06-13,6,"Morton","Trescott","Morton Trescott"
4,18,46,inv-0000000000000000000000000810,2019-07-26,6,"Morton","Trescott","Morton Trescott"
2,9,47,inv-0000000000000000000000000811,2019-04-17,12,"Kavon","Burget","Kavon Burget"
9,20,41,inv-0000000000000000000000000812,2017-09-15,1,"Carter","Romine","Carter Romine"
8,9,15,inv-0000000000000000000000000813,2016-12-13,8,"Rylan","Channel","Rylan Channel"
9,13,1,inv-0000000000000000000000000814,2016-05-26,7,"Windell","Minot","Windell Minot"
3,24,13,inv-0000000000000000000000000815,2018-04-10,11,"Sedona","Strauss","Sedona Strauss"
3,25,34,inv-0000000000000000000000000816,2017-08-10,11,"Sedona","Strauss","Sedona Strauss"
8,1,4,inv-0000000000000000000000000817,2019-12-13,9,"Tabor","West","Tabor West"
8,29,19,inv-0000000000000000000000000818,2018-11-13,6,"Morton","Trescott","Morton Trescott"
4,29,24,inv-0000000000000000000000000819,2018-02-12,2,"Verlin","Toney","Verlin Toney"
9,26,12,inv-0000000000000000000000000820,2017-07-24,4,"Kavon","Shearman","Kavon Shearman"
5,24,48,inv-0000000000000000000000000821,2018-09-26,7,"Windell","Minot","Windell Minot"
7,25,39,inv-0000000000000000000000000822,2017-12-14,7,"Windell","Minot","Windell Minot"
7,27,39,inv-0000000000000000000000000823,2019-06-19,2,"Verlin","Toney","Verlin Toney"
2,29,37,inv-0000000000000000000000000824,2018-04-30,8,"Rylan","Channel","Rylan Channel"
10,3,18,inv-0000000000000000000000000825,2019-12-10,9,"Tabor","West","Tabor West"
3,6,21,inv-0000000000000000000000000826,2019-03-11,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,8,17,inv-0000000000000000000000000827,2019-04-24,5,"Tanner","Weston","Tanner Weston"
5,18,36,inv-0000000000000000000000000828,2016-08-10,4,"Kavon","Shearman","Kavon Shearman"
6,11,4,inv-0000000000000000000000000829,2019-07-30,5,"Tanner","Weston","Tanner Weston"
6,10,20,inv-0000000000000000000000000830,2018-07-03,1,"Carter","Romine","Carter Romine"
6,21,13,inv-0000000000000000000000000831,2018-08-09,6,"Morton","Trescott","Morton Trescott"
2,9,4,inv-0000000000000000000000000832,2017-02-08,2,"Verlin","Toney","Verlin Toney"
7,30,19,inv-0000000000000000000000000833,2018-12-20,5,"Tanner","Weston","Tanner Weston"
9,22,41,inv-0000000000000000000000000834,2017-09-01,8,"Rylan","Channel","Rylan Channel"
10,28,2,inv-0000000000000000000000000835,2017-09-25,3,"Sawyer","Morehead","Sawyer Morehead"
7,2,16,inv-0000000000000000000000000836,2017-08-01,2,"Verlin","Toney","Verlin Toney"
2,6,22,inv-0000000000000000000000000837,2016-02-11,2,"Verlin","Toney","Verlin Toney"
9,2,19,inv-0000000000000000000000000838,2018-07-04,12,"Kavon","Burget","Kavon Burget"
